"zybook_identifier","chapter_number","chapter_title","section_number","section_title","classification","target_week_topic","reason","prerequisite_dependency"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.13","8.13 Dictionary methods","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.14","8.14 Iterating over a dictionary","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.15","8.15 Dictionary nesting","KEEP","Weeks 9-11: collections and reliability","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.16","8.16 LAB: Varied amount of input data","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.17","8.17 LAB: Filter and sort a list","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.18","8.18 LAB: Elements in a range","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.19","8.19 LAB: Contact list","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.20","8.20 LAB: Car wash","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","8","8. Lists and Dictionaries","8.21","8.21 LAB: Check if list is sorted","OPTIONAL","Weeks 9-11: collections and reliability","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.1","9.1 Classes: Introduction","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.2","9.2 Classes: Grouping data","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.3","9.3 Instance methods","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.4","9.4 Class and instance object types","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.5","9.5 Class example: Seat reservation system","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.6","9.6 Class constructors","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.7","9.7 Class interfaces","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.8","9.8 Class customization","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.9","9.9 More operator overloading: Classes as numeric types","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.10","9.10 Memory allocation and garbage collection","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.11","9.11 LAB: Car value (classes)","OPTIONAL","Weeks 12-13: classes and modules","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.12","9.12 LAB: Nutritional information (classes/constructors)","OPTIONAL","Weeks 12-13: classes and modules","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.13","9.13 LAB: Artwork label (classes/constructors)","OPTIONAL","Weeks 12-13: classes and modules","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.14","9.14 LAB: Triangle area comparison (classes)","OPTIONAL","Weeks 12-13: classes and modules","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.15","9.15 LAB: Winning team (classes)","OPTIONAL","Weeks 12-13: classes and modules","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","9","9. Classes","9.16","9.16 LAB: Vending machine","OPTIONAL","Weeks 12-13: classes and modules","Useful practice or extension; preserve choice and protect the required-path workload.","Prior required chapter concepts"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.1","10.1 Handling exceptions using try and except","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.2","10.2 Multiple exception handlers","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.3","10.3 Raising exceptions","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.4","10.4 Exceptions with functions","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.5","10.5 Using finally to clean up","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.6","10.6 Custom exception types","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.7","10.7 LAB: Fat-burning heart rate","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.8","10.8 LAB: Exception handling to detect input string vs. integer","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.9","10.9 LAB: Exceptions with lists","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.10","10.10 LAB: Simple integer division - multiple exception handlers","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.11","10.11 LAB: Step counter - exceptions","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","10","10. Exceptions","10.12","10.12 LAB: Student info not found - custom exception types","OPTIONAL","Weeks 10-11: reliability reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.1","11.1 Modules","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.2","11.2 Finding modules","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.3","11.3 Importing specific names from a module","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.4","11.4 Executing modules as scripts","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.5","11.5 Reloading modules","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.6","11.6 Packages","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.7","11.7 Standard library","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.8","11.8 LAB: Artwork label (modules)","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.9","11.9 LAB: Guess the random number","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.10","11.10 LAB: Quadratic formula","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.11","11.11 LAB: Unique random numbers (random module)","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.12","11.12 LAB: Dates","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","11","11. Modules","11.13","11.13 LAB: Radioactive decay","KEEP","Weeks 12-13: classes and modules","Required conceptual path aligned to the existing Coding Odyssey sequence.","Classes (Chapter 9)"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.1","12.1 Reading files","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.2","12.2 Writing files","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.3","12.3 Interacting with file systems","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.4","12.4 Binary data","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.5","12.5 Command-line arguments and files","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.6","12.6 The ""with"" statement","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.7","12.7 Comma-separated values files","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.8","12.8 LAB: Words in a range (lists)","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.9","12.9 LAB: Word frequencies (lists)","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.10","12.10 LAB: Sorting TV Shows (dictionaries and lists)","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.11","12.11 LAB: Course Grade","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.12","12.12 LAB: File name change","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","12","12. Files","12.13","12.13 LAB: Thesaurus","OPTIONAL","Week 14: tools reference","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.1","13.1 Derived classes","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.2","13.2 Accessing base class attributes","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.3","13.3 Overriding class methods","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.4","13.4 Is-a versus has-a relationships","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.5","13.5 Mixin classes and multiple inheritance","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.6","13.6 Testing your code: The unittest module","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.7","13.7 LAB: Pet information (derived classes)","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.8","13.8 LAB: Instrument information (derived classes)","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.9","13.9 LAB: Course information (derived classes)","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.10","13.10 LAB: Book information (overriding member methods)","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","13","13. Inheritance","13.11","13.11 LAB: Plant information","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.1","14.1 Recursive functions","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.2","14.2 Recursive algorithm: Search","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.3","14.3 Adding output statements for debugging","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.4","14.4 Creating a recursive function","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.5","14.5 Recursive math functions","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.6","14.6 Recursive exploration of all possibilities","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.7","14.7 LAB: Fibonacci sequence (recursion)","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.8","14.8 LAB: All permutations of names","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.9","14.9 LAB: Number pattern","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.10","14.10 LAB: Count the digits","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.11","14.11 LAB: Drawing a right side up triangle","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","14","14. Recursion","14.12","14.12 LAB: Output a linked list","OPTIONAL","Extension reference; not required","Useful practice or extension; preserve choice and protect the required-path workload.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.1","15.1 NumPy","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.2","15.2 pandas","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.3","15.3 Matplotlib","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.4","15.4 LAB: Average exam scores (NumPy arrays basic)","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.5","15.5 LAB: Curve student scores","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.6","15.6 LAB: Course grade statistics (pandas)","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.7","15.7 LAB: Flight status (line plot)","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.8","15.8 LAB: Broadway show scatter plot","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","15","15. Plotting","15.9","15.9 LAB: Broadway show multiple plots","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.1","16.1 Searching and algorithms","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.2","16.2 Binary search","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.3","16.3 O notation","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.4","16.4 Algorithm analysis","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.5","16.5 Sorting: Introduction","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.6","16.6 Selection sort","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.7","16.7 Insertion sort","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.8","16.8 Quicksort","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.9","16.9 Merge sort","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.10","16.10 LAB: Descending selection sort with output during execution","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.11","16.11 LAB: Sorting user IDs","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.12","16.12 LAB: Insertion sort","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.13","16.13 LAB: Merge sort","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","16","16. Searching and Sorting Algorithms","16.14","16.14 LAB: Binary Search","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","17","17. Additional Material","17.1","17.1 String formatting using %","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","17","17. Additional Material","17.2","17.2 String formatting using format()","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","17","17. Additional Material","17.3","17.3 String formatting using dictionaries","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","17","17. Additional Material","17.4","17.4 Basic graphics","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","17","17. Additional Material","17.5","17.5 zyBooks built-in programming window","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","18","18. Additional Labs: Introduction to Python 3","18.1","18.1 LAB*: Program: ASCII cat","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","18","18. Additional Labs: Introduction to Python 3","18.2","18.2 LAB*: Program: Phone directory","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.1","19.1 LAB: Convert to seconds","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.2","19.2 LAB: Convert from seconds","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.3","19.3 LAB: Pizza party","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.4","19.4 LAB: Hypotenuse","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.5","19.5 LAB: Area of a triangle","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.6","19.6 LAB: Ordering pizza","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.7","19.7 LAB: Square root","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.8","19.8 LAB: Volume and area of cylinder","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.9","19.9 LAB*: Program: Carpet sales","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","19","19. Additional Labs: Variables and Expressions","19.10","19.10 LAB*: Program: Pizza party weekend","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","20","20. Additional Labs: Types","20.1","20.1 LAB: Input and formatted output: Caffeine levels","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","20","20. Additional Labs: Types","20.2","20.2 LAB: Input and formatted output: House real estate summary","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","20","20. Additional Labs: Types","20.3","20.3 LAB*: Program: Painting a wall","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.1","21.1 LAB: Remove gray from RGB","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.2","21.2 LAB: Longest string","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.3","21.3 LAB: Max of 2","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
"SWOSUCOMSC1033Fall2026","21","21. Additional Labs: Branching","21.4","21.4 LAB: Max of 3","UNUSED","","Outside the Fall 2026 CS1 spine or duplicative of instructor-created work.","Only after corresponding required topic"
